nextToLastStatusId,statusId,userId,status
5560,11052,68,"I really like this site. Nice features #saidnooneever"
5561,11053,69,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5562,11054,70,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5563,11055,71,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5564,11056,72,"At any given time my wallet is worth more than its contents."
5565,11057,73,"We all have to make sacrifices. I think we should start with you."
5566,11058,74,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5567,11059,75,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5568,11060,76,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5569,11061,77,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5570,11062,78,"Your choices today are: live your life now or live with regret later."
5571,11063,79,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5572,11064,80,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5573,11065,81,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5574,11066,82,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5575,11067,83,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5576,11068,84,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5577,11069,85,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5578,11070,86,"I really like this site. Nice features #saidnooneever"
5579,11071,87,"At any given time my wallet is worth more than its contents."
5580,11072,88,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5581,11073,89,"My weakness is that I care too much. Also, spalling"
5582,11074,90,"I really like this site. Nice features #saidnooneever"
5583,11075,91,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5584,11076,92,"Your choices today are: live your life now or live with regret later."
5585,11077,93,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5586,11078,94,"Your choices today are: live your life now or live with regret later."
5587,11079,95,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5588,11080,96,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5589,11081,97,"Your choices today are: live your life now or live with regret later."
5590,11082,98,"My weakness is that I care too much. Also, spalling"
5591,11083,99,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5592,11084,100,"My weakness is that I care too much. Also, spalling"
5593,11085,101,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5594,11086,102,"I really like this site. Nice features #saidnooneever"
5595,11087,103,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5596,11088,104,"Your choices today are: live your life now or live with regret later."
5597,11089,105,"If cats could talk, they would probably always be correcting your grammar."
5598,11090,106,"If cats could talk, they would probably always be correcting your grammar."
5599,11091,107,"At any given time my wallet is worth more than its contents."
5600,11092,108,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5601,11093,109,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5602,11094,110,"If cats could talk, they would probably always be correcting your grammar."
5603,11095,111,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5604,11096,112,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5605,11097,113,"I really like this site. Nice features #saidnooneever"
5606,11098,114,"Your choices today are: live your life now or live with regret later."
5607,11099,115,"My weakness is that I care too much. Also, spalling"
5608,11100,116,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5609,11101,117,"We all have to make sacrifices. I think we should start with you."
5610,11102,118,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5611,11103,119,"Your choices today are: live your life now or live with regret later."
5612,11104,120,"My weakness is that I care too much. Also, spalling"
5613,11105,121,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5614,11106,122,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5615,11107,123,"My weakness is that I care too much. Also, spalling"
5616,11108,124,"My weakness is that I care too much. Also, spalling"
5617,11109,125,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5618,11110,126,"We all have to make sacrifices. I think we should start with you."
5619,11111,127,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5620,11112,128,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5621,11113,129,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5622,11114,130,"I really like this site. Nice features #saidnooneever"
5623,11115,131,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5624,11116,132,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5625,11117,133,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5626,11118,134,"We all have to make sacrifices. I think we should start with you."
5627,11119,135,"If cats could talk, they would probably always be correcting your grammar."
5628,11120,136,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5629,11121,137,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5630,11122,138,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5631,11123,139,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5632,11124,140,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5633,11125,141,"I really like this site. Nice features #saidnooneever"
5634,11126,142,"At any given time my wallet is worth more than its contents."
5635,11127,143,"I really like this site. Nice features #saidnooneever"
5636,11128,144,"At any given time my wallet is worth more than its contents."
5637,11129,145,"I really like this site. Nice features #saidnooneever"
5638,11130,146,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5639,11131,147,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5640,11132,148,"I really like this site. Nice features #saidnooneever"
5641,11133,149,"If cats could talk, they would probably always be correcting your grammar."
5642,11134,150,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5643,11135,151,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5644,11136,152,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5645,11137,153,"My weakness is that I care too much. Also, spalling"
5646,11138,154,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5647,11139,155,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5648,11140,156,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5649,11141,157,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5650,11142,158,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5651,11143,159,"We all have to make sacrifices. I think we should start with you."
5652,11144,160,"Your choices today are: live your life now or live with regret later."
5653,11145,161,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5654,11146,162,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5655,11147,163,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5656,11148,164,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5657,11149,165,"If cats could talk, they would probably always be correcting your grammar."
5658,11150,166,"Your choices today are: live your life now or live with regret later."
5659,11151,167,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5660,11152,168,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5661,11153,169,"My weakness is that I care too much. Also, spalling"
5662,11154,170,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5663,11155,171,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5664,11156,172,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5665,11157,173,"Your choices today are: live your life now or live with regret later."
5666,11158,174,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5667,11159,175,"Your choices today are: live your life now or live with regret later."
5668,11160,176,"We all have to make sacrifices. I think we should start with you."
5669,11161,177,"My weakness is that I care too much. Also, spalling"
5670,11162,178,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5671,11163,179,"At any given time my wallet is worth more than its contents."
5672,11164,180,"We all have to make sacrifices. I think we should start with you."
5673,11165,181,"My weakness is that I care too much. Also, spalling"
5674,11166,182,"Your choices today are: live your life now or live with regret later."
5675,11167,183,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5676,11168,184,"At any given time my wallet is worth more than its contents."
5677,11169,185,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5678,11170,186,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5679,11171,187,"My weakness is that I care too much. Also, spalling"
5680,11172,188,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5681,11173,189,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5682,11174,190,"My weakness is that I care too much. Also, spalling"
5683,11175,191,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5684,11176,192,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5685,11177,193,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5686,11178,194,"I really like this site. Nice features #saidnooneever"
5687,11179,195,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5688,11180,196,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5689,11181,197,"I really like this site. Nice features #saidnooneever"
5690,11182,198,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5691,11183,199,"At any given time my wallet is worth more than its contents."
5692,11184,200,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5693,11185,201,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5694,11186,202,"We all have to make sacrifices. I think we should start with you."
5695,11187,203,"If cats could talk, they would probably always be correcting your grammar."
5696,11188,204,"If cats could talk, they would probably always be correcting your grammar."
5697,11189,205,"Your choices today are: live your life now or live with regret later."
5698,11190,206,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5699,11191,207,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5700,11192,208,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5701,11193,209,"I really like this site. Nice features #saidnooneever"
5702,11194,210,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5703,11195,211,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5704,11196,212,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5705,11197,213,"My weakness is that I care too much. Also, spalling"
5706,11198,214,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5707,11199,215,"Your choices today are: live your life now or live with regret later."
5708,11200,216,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5709,11201,217,"I really like this site. Nice features #saidnooneever"
5710,11202,218,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5711,11203,219,"My weakness is that I care too much. Also, spalling"
5712,11204,220,"My weakness is that I care too much. Also, spalling"
5713,11205,221,"We all have to make sacrifices. I think we should start with you."
5714,11206,222,"At any given time my wallet is worth more than its contents."
5715,11207,223,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5716,11208,224,"Your choices today are: live your life now or live with regret later."
5717,11209,225,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5718,11210,226,"Your choices today are: live your life now or live with regret later."
5719,11211,227,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5720,11212,228,"If cats could talk, they would probably always be correcting your grammar."
5721,11213,229,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5722,11214,230,"If cats could talk, they would probably always be correcting your grammar."
5723,11215,231,"I really like this site. Nice features #saidnooneever"
5724,11216,232,"At any given time my wallet is worth more than its contents."
5725,11217,233,"If cats could talk, they would probably always be correcting your grammar."
5726,11218,234,"My weakness is that I care too much. Also, spalling"
5727,11219,235,"My weakness is that I care too much. Also, spalling"
5728,11220,236,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5729,11221,237,"Your choices today are: live your life now or live with regret later."
5730,11222,238,"We all have to make sacrifices. I think we should start with you."
5731,11223,239,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5732,11224,240,"We all have to make sacrifices. I think we should start with you."
5733,11225,241,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5734,11226,242,"If cats could talk, they would probably always be correcting your grammar."
5735,11227,243,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5736,11228,244,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5737,11229,245,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5738,11230,246,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5739,11231,247,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5740,11232,248,"If cats could talk, they would probably always be correcting your grammar."
5741,11233,249,"At any given time my wallet is worth more than its contents."
5742,11234,250,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5743,11235,251,"We all have to make sacrifices. I think we should start with you."
5744,11236,252,"At any given time my wallet is worth more than its contents."
5745,11237,253,"Your choices today are: live your life now or live with regret later."
5746,11238,254,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5747,11239,255,"I really like this site. Nice features #saidnooneever"
5748,11240,256,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5749,11241,257,"If cats could talk, they would probably always be correcting your grammar."
5750,11242,258,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5751,11243,259,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5752,11244,260,"I really like this site. Nice features #saidnooneever"
5753,11245,261,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5754,11246,262,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5755,11247,263,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5756,11248,264,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5757,11249,265,"If cats could talk, they would probably always be correcting your grammar."
5758,11250,266,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5759,11251,267,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5760,11252,268,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5761,11253,269,"Your choices today are: live your life now or live with regret later."
5762,11254,270,"My weakness is that I care too much. Also, spalling"
5763,11255,271,"If cats could talk, they would probably always be correcting your grammar."
5764,11256,272,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5765,11257,273,"Your choices today are: live your life now or live with regret later."
5766,11258,274,"At any given time my wallet is worth more than its contents."
5767,11259,275,"We all have to make sacrifices. I think we should start with you."
5768,11260,276,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5769,11261,277,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5770,11262,278,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5771,11263,279,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5772,11264,280,"We all have to make sacrifices. I think we should start with you."
5773,11265,281,"I really like this site. Nice features #saidnooneever"
5774,11266,282,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5775,11267,283,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5776,11268,284,"We all have to make sacrifices. I think we should start with you."
5777,11269,285,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5778,11270,286,"If cats could talk, they would probably always be correcting your grammar."
5779,11271,287,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5780,11272,288,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5781,11273,289,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5782,11274,290,"We all have to make sacrifices. I think we should start with you."
5783,11275,291,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5784,11276,292,"My weakness is that I care too much. Also, spalling"
5785,11277,293,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5786,11278,294,"I really like this site. Nice features #saidnooneever"
5787,11279,295,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5788,11280,296,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5789,11281,297,"Your choices today are: live your life now or live with regret later."
5790,11282,298,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5791,11283,299,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5792,11284,300,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5793,11285,301,"We all have to make sacrifices. I think we should start with you."
5794,11286,302,"We all have to make sacrifices. I think we should start with you."
5795,11287,303,"My weakness is that I care too much. Also, spalling"
5796,11288,304,"We all have to make sacrifices. I think we should start with you."
5797,11289,305,"At any given time my wallet is worth more than its contents."
5798,11290,306,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5799,11291,307,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5800,11292,308,"I really like this site. Nice features #saidnooneever"
5801,11293,309,"Your choices today are: live your life now or live with regret later."
5802,11294,310,"We all have to make sacrifices. I think we should start with you."
5803,11295,311,"I really like this site. Nice features #saidnooneever"
5804,11296,312,"We all have to make sacrifices. I think we should start with you."
5805,11297,313,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5806,11298,314,"If cats could talk, they would probably always be correcting your grammar."
5807,11299,315,"I really like this site. Nice features #saidnooneever"
5808,11300,316,"We all have to make sacrifices. I think we should start with you."
5809,11301,317,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5810,11302,318,"If cats could talk, they would probably always be correcting your grammar."
5811,11303,319,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5812,11304,320,"My weakness is that I care too much. Also, spalling"
5813,11305,321,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5814,11306,322,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5815,11307,323,"At any given time my wallet is worth more than its contents."
5816,11308,324,"If cats could talk, they would probably always be correcting your grammar."
5817,11309,325,"My weakness is that I care too much. Also, spalling"
5818,11310,326,"We all have to make sacrifices. I think we should start with you."
5819,11311,327,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5820,11312,328,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5821,11313,329,"Why are there no Knock Knock jokes about America? Because Freedom rings."
5822,11314,330,"If cats could talk, they would probably always be correcting your grammar."
5823,11315,331,"If cats could talk, they would probably always be correcting your grammar."
5824,11316,332,"My weakness is that I care too much. Also, spalling"
5825,11317,333,"If cats could talk, they would probably always be correcting your grammar."
5826,11318,334,"We all have to make sacrifices. I think we should start with you."
5827,11319,335,"My weakness is that I care too much. Also, spalling"
5828,11320,336,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5829,11321,337,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5830,11322,338,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5831,11323,339,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5832,11324,340,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5833,11325,341,"Your choices today are: live your life now or live with regret later."
5834,11326,342,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5835,11327,343,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5836,11328,344,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5837,11329,345,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5838,11330,346,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
5839,11331,347,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5840,11332,348,"I really like this site. Nice features #saidnooneever"
5841,11333,349,"At any given time my wallet is worth more than its contents."
5842,11334,350,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
5843,11335,351,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5844,11336,352,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5845,11337,353,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5846,11338,354,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5847,11339,355,"I really like this site. Nice features #saidnooneever"
5848,11340,356,"If cats could talk, they would probably always be correcting your grammar."
5849,11341,357,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5850,11342,358,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
5851,11343,359,"Your choices today are: live your life now or live with regret later."
5852,11344,360,"If cats could talk, they would probably always be correcting your grammar."
5853,11345,361,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
5854,11346,362,"If cats could talk, they would probably always be correcting your grammar."
5855,11347,363,"We all have to make sacrifices. I think we should start with you."
5856,11348,364,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
5857,11349,365,"If cats could talk, they would probably always be correcting your grammar."
5858,11350,366,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
5859,11351,367,"If cats could talk, they would probably always be correcting your grammar."
5860,11352,368,"I really like this site. Nice features #saidnooneever"
5861,11353,369,"My weakness is that I care too much. Also, spalling"
5862,11354,370,"At any given time my wallet is worth more than its contents."
