lastStatusId,statusId,userId,status
42,5534,42,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
43,5535,43,"Why are there no Knock Knock jokes about America? Because Freedom rings."
44,5536,44,"Why are there no Knock Knock jokes about America? Because Freedom rings."
45,5537,45,"At any given time my wallet is worth more than its contents."
46,5538,46,"We all have to make sacrifices. I think we should start with you."
47,5539,47,"Why are there no Knock Knock jokes about America? Because Freedom rings."
48,5540,48,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
49,5541,49,"Why are there no Knock Knock jokes about America? Because Freedom rings."
50,5542,50,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
51,5543,51,"Why are there no Knock Knock jokes about America? Because Freedom rings."
52,5544,52,"If cats could talk, they would probably always be correcting your grammar."
53,5545,53,"Your choices today are: live your life now or live with regret later."
54,5546,54,"At any given time my wallet is worth more than its contents."
55,5547,55,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
56,5548,56,"At any given time my wallet is worth more than its contents."
57,5549,57,"My weakness is that I care too much. Also, spalling"
58,5550,58,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
59,5551,59,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
60,5552,60,"Why are there no Knock Knock jokes about America? Because Freedom rings."
61,5553,61,"My weakness is that I care too much. Also, spalling"
62,5554,62,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
63,5555,63,"Your choices today are: live your life now or live with regret later."
64,5556,64,"We all have to make sacrifices. I think we should start with you."
65,5557,65,"At any given time my wallet is worth more than its contents."
66,5558,66,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
67,5559,67,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
68,5560,68,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
69,5561,69,"My weakness is that I care too much. Also, spalling"
70,5562,70,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
71,5563,71,"We all have to make sacrifices. I think we should start with you."
72,5564,72,"I really like this site. Nice features #saidnooneever"
73,5565,73,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
74,5566,74,"My weakness is that I care too much. Also, spalling"
75,5567,75,"My weakness is that I care too much. Also, spalling"
76,5568,76,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
77,5569,77,"My weakness is that I care too much. Also, spalling"
78,5570,78,"I really like this site. Nice features #saidnooneever"
79,5571,79,"Why are there no Knock Knock jokes about America? Because Freedom rings."
80,5572,80,"We all have to make sacrifices. I think we should start with you."
81,5573,81,"If cats could talk, they would probably always be correcting your grammar."
82,5574,82,"We all have to make sacrifices. I think we should start with you."
83,5575,83,"If cats could talk, they would probably always be correcting your grammar."
84,5576,84,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
85,5577,85,"At any given time my wallet is worth more than its contents."
86,5578,86,"I really like this site. Nice features #saidnooneever"
87,5579,87,"Why are there no Knock Knock jokes about America? Because Freedom rings."
88,5580,88,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
89,5581,89,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
90,5582,90,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
91,5583,91,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
92,5584,92,"If cats could talk, they would probably always be correcting your grammar."
93,5585,93,"I really like this site. Nice features #saidnooneever"
94,5586,94,"At any given time my wallet is worth more than its contents."
95,5587,95,"If cats could talk, they would probably always be correcting your grammar."
96,5588,96,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
97,5589,97,"We all have to make sacrifices. I think we should start with you."
98,5590,98,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
99,5591,99,"My weakness is that I care too much. Also, spalling"
100,5592,100,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
101,5593,101,"Why are there no Knock Knock jokes about America? Because Freedom rings."
102,5594,102,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
103,5595,103,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
104,5596,104,"I really like this site. Nice features #saidnooneever"
105,5597,105,"At any given time my wallet is worth more than its contents."
106,5598,106,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
107,5599,107,"Your choices today are: live your life now or live with regret later."
108,5600,108,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
109,5601,109,"If cats could talk, they would probably always be correcting your grammar."
110,5602,110,"Why are there no Knock Knock jokes about America? Because Freedom rings."
111,5603,111,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
112,5604,112,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
113,5605,113,"Why are there no Knock Knock jokes about America? Because Freedom rings."
114,5606,114,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
115,5607,115,"At any given time my wallet is worth more than its contents."
116,5608,116,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
117,5609,117,"If cats could talk, they would probably always be correcting your grammar."
118,5610,118,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
119,5611,119,"If cats could talk, they would probably always be correcting your grammar."
120,5612,120,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
121,5613,121,"I really like this site. Nice features #saidnooneever"
122,5614,122,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
123,5615,123,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
124,5616,124,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
125,5617,125,"Your choices today are: live your life now or live with regret later."
126,5618,126,"I really like this site. Nice features #saidnooneever"
127,5619,127,"My weakness is that I care too much. Also, spalling"
128,5620,128,"Your choices today are: live your life now or live with regret later."
129,5621,129,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
130,5622,130,"At any given time my wallet is worth more than its contents."
131,5623,131,"My weakness is that I care too much. Also, spalling"
132,5624,132,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
133,5625,133,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
134,5626,134,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
135,5627,135,"If cats could talk, they would probably always be correcting your grammar."
136,5628,136,"We all have to make sacrifices. I think we should start with you."
137,5629,137,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
138,5630,138,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
139,5631,139,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
140,5632,140,"I really like this site. Nice features #saidnooneever"
141,5633,141,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
142,5634,142,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
143,5635,143,"Your choices today are: live your life now or live with regret later."
144,5636,144,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
145,5637,145,"Your choices today are: live your life now or live with regret later."
146,5638,146,"At any given time my wallet is worth more than its contents."
147,5639,147,"Your choices today are: live your life now or live with regret later."
148,5640,148,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
149,5641,149,"Your choices today are: live your life now or live with regret later."
150,5642,150,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
151,5643,151,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
152,5644,152,"We all have to make sacrifices. I think we should start with you."
153,5645,153,"We all have to make sacrifices. I think we should start with you."
154,5646,154,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
155,5647,155,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
156,5648,156,"We all have to make sacrifices. I think we should start with you."
157,5649,157,"Why are there no Knock Knock jokes about America? Because Freedom rings."
158,5650,158,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
159,5651,159,"Your choices today are: live your life now or live with regret later."
160,5652,160,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
161,5653,161,"We all have to make sacrifices. I think we should start with you."
162,5654,162,"My weakness is that I care too much. Also, spalling"
163,5655,163,"My weakness is that I care too much. Also, spalling"
164,5656,164,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
165,5657,165,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
166,5658,166,"Your choices today are: live your life now or live with regret later."
167,5659,167,"Your choices today are: live your life now or live with regret later."
168,5660,168,"My weakness is that I care too much. Also, spalling"
169,5661,169,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
170,5662,170,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
171,5663,171,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
172,5664,172,"I really like this site. Nice features #saidnooneever"
173,5665,173,"If cats could talk, they would probably always be correcting your grammar."
174,5666,174,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
175,5667,175,"If cats could talk, they would probably always be correcting your grammar."
176,5668,176,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
177,5669,177,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
178,5670,178,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
179,5671,179,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
180,5672,180,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
181,5673,181,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
182,5674,182,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
183,5675,183,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
184,5676,184,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
185,5677,185,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
186,5678,186,"At any given time my wallet is worth more than its contents."
187,5679,187,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
188,5680,188,"I really like this site. Nice features #saidnooneever"
189,5681,189,"I really like this site. Nice features #saidnooneever"
190,5682,190,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
191,5683,191,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
192,5684,192,"At any given time my wallet is worth more than its contents."
193,5685,193,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
194,5686,194,"Your choices today are: live your life now or live with regret later."
195,5687,195,"We all have to make sacrifices. I think we should start with you."
196,5688,196,"At any given time my wallet is worth more than its contents."
197,5689,197,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
198,5690,198,"Your choices today are: live your life now or live with regret later."
199,5691,199,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
200,5692,200,"At any given time my wallet is worth more than its contents."
201,5693,201,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
202,5694,202,"If cats could talk, they would probably always be correcting your grammar."
203,5695,203,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
204,5696,204,"I really like this site. Nice features #saidnooneever"
205,5697,205,"I really like this site. Nice features #saidnooneever"
206,5698,206,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
207,5699,207,"If cats could talk, they would probably always be correcting your grammar."
208,5700,208,"Your choices today are: live your life now or live with regret later."
209,5701,209,"We all have to make sacrifices. I think we should start with you."
210,5702,210,"I really like this site. Nice features #saidnooneever"
211,5703,211,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
212,5704,212,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
213,5705,213,"If cats could talk, they would probably always be correcting your grammar."
214,5706,214,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
215,5707,215,"Why are there no Knock Knock jokes about America? Because Freedom rings."
216,5708,216,"We all have to make sacrifices. I think we should start with you."
217,5709,217,"Your choices today are: live your life now or live with regret later."
218,5710,218,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
219,5711,219,"I really like this site. Nice features #saidnooneever"
220,5712,220,"We all have to make sacrifices. I think we should start with you."
221,5713,221,"We all have to make sacrifices. I think we should start with you."
222,5714,222,"Why are there no Knock Knock jokes about America? Because Freedom rings."
223,5715,223,"At any given time my wallet is worth more than its contents."
224,5716,224,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
225,5717,225,"If cats could talk, they would probably always be correcting your grammar."
226,5718,226,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
227,5719,227,"Why are there no Knock Knock jokes about America? Because Freedom rings."
228,5720,228,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
229,5721,229,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
230,5722,230,"At any given time my wallet is worth more than its contents."
231,5723,231,"My weakness is that I care too much. Also, spalling"
232,5724,232,"Your choices today are: live your life now or live with regret later."
233,5725,233,"My weakness is that I care too much. Also, spalling"
234,5726,234,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
235,5727,235,"I really like this site. Nice features #saidnooneever"
236,5728,236,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
237,5729,237,"My weakness is that I care too much. Also, spalling"
238,5730,238,"My weakness is that I care too much. Also, spalling"
239,5731,239,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
240,5732,240,"My weakness is that I care too much. Also, spalling"
241,5733,241,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
242,5734,242,"Why are there no Knock Knock jokes about America? Because Freedom rings."
243,5735,243,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
244,5736,244,"We all have to make sacrifices. I think we should start with you."
245,5737,245,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
246,5738,246,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
247,5739,247,"We all have to make sacrifices. I think we should start with you."
248,5740,248,"At any given time my wallet is worth more than its contents."
249,5741,249,"I really like this site. Nice features #saidnooneever"
250,5742,250,"At any given time my wallet is worth more than its contents."
251,5743,251,"At any given time my wallet is worth more than its contents."
252,5744,252,"I really like this site. Nice features #saidnooneever"
253,5745,253,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
254,5746,254,"If cats could talk, they would probably always be correcting your grammar."
255,5747,255,"If cats could talk, they would probably always be correcting your grammar."
256,5748,256,"At any given time my wallet is worth more than its contents."
257,5749,257,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
258,5750,258,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
259,5751,259,"Why are there no Knock Knock jokes about America? Because Freedom rings."
260,5752,260,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
261,5753,261,"I really like this site. Nice features #saidnooneever"
262,5754,262,"I really like this site. Nice features #saidnooneever"
263,5755,263,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
264,5756,264,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
265,5757,265,"Your choices today are: live your life now or live with regret later."
266,5758,266,"Your choices today are: live your life now or live with regret later."
267,5759,267,"If cats could talk, they would probably always be correcting your grammar."
268,5760,268,"Why are there no Knock Knock jokes about America? Because Freedom rings."
269,5761,269,"Why are there no Knock Knock jokes about America? Because Freedom rings."
270,5762,270,"I really like this site. Nice features #saidnooneever"
271,5763,271,"I really like this site. Nice features #saidnooneever"
272,5764,272,"At any given time my wallet is worth more than its contents."
273,5765,273,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
274,5766,274,"If cats could talk, they would probably always be correcting your grammar."
275,5767,275,"At any given time my wallet is worth more than its contents."
276,5768,276,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
277,5769,277,"At any given time my wallet is worth more than its contents."
278,5770,278,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
279,5771,279,"We all have to make sacrifices. I think we should start with you."
280,5772,280,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
281,5773,281,"Why are there no Knock Knock jokes about America? Because Freedom rings."
282,5774,282,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
283,5775,283,"If cats could talk, they would probably always be correcting your grammar."
284,5776,284,"At any given time my wallet is worth more than its contents."
285,5777,285,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
286,5778,286,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
287,5779,287,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
288,5780,288,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
289,5781,289,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
290,5782,290,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
291,5783,291,"At any given time my wallet is worth more than its contents."
292,5784,292,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
293,5785,293,"Your choices today are: live your life now or live with regret later."
294,5786,294,"I really like this site. Nice features #saidnooneever"
295,5787,295,"Why are there no Knock Knock jokes about America? Because Freedom rings."
296,5788,296,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
297,5789,297,"We all have to make sacrifices. I think we should start with you."
298,5790,298,"Your choices today are: live your life now or live with regret later."
299,5791,299,"If cats could talk, they would probably always be correcting your grammar."
300,5792,300,"My weakness is that I care too much. Also, spalling"
301,5793,301,"We all have to make sacrifices. I think we should start with you."
302,5794,302,"Why are there no Knock Knock jokes about America? Because Freedom rings."
303,5795,303,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
304,5796,304,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
305,5797,305,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
306,5798,306,"Your choices today are: live your life now or live with regret later."
307,5799,307,"My weakness is that I care too much. Also, spalling"
308,5800,308,"We all have to make sacrifices. I think we should start with you."
309,5801,309,"At any given time my wallet is worth more than its contents."
310,5802,310,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
311,5803,311,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
312,5804,312,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
313,5805,313,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
314,5806,314,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
315,5807,315,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
316,5808,316,"My weakness is that I care too much. Also, spalling"
317,5809,317,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
318,5810,318,"At any given time my wallet is worth more than its contents."
319,5811,319,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
320,5812,320,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
321,5813,321,"I really like this site. Nice features #saidnooneever"
322,5814,322,"I really like this site. Nice features #saidnooneever"
323,5815,323,"At any given time my wallet is worth more than its contents."
324,5816,324,"We all have to make sacrifices. I think we should start with you."
325,5817,325,"At any given time my wallet is worth more than its contents."
326,5818,326,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
327,5819,327,"Your choices today are: live your life now or live with regret later."
328,5820,328,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
329,5821,329,"My weakness is that I care too much. Also, spalling"
330,5822,330,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
331,5823,331,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
332,5824,332,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
333,5825,333,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
334,5826,334,"My weakness is that I care too much. Also, spalling"
335,5827,335,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
336,5828,336,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
337,5829,337,"My weakness is that I care too much. Also, spalling"
338,5830,338,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
339,5831,339,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
340,5832,340,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
341,5833,341,"Why are there no Knock Knock jokes about America? Because Freedom rings."
342,5834,342,"I really like this site. Nice features #saidnooneever"
343,5835,343,"If cats could talk, they would probably always be correcting your grammar."
344,5836,344,"If cats could talk, they would probably always be correcting your grammar."
345,5837,345,"Your choices today are: live your life now or live with regret later."
346,5838,346,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
347,5839,347,"We all have to make sacrifices. I think we should start with you."
348,5840,348,"My weakness is that I care too much. Also, spalling"
349,5841,349,"My weakness is that I care too much. Also, spalling"
350,5842,350,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
351,5843,351,"Pick any number. Multiply it by two. Now add 12 to it. Divide it by 3. Now change it to 10. What were we talking about?"
352,5844,352,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
353,5845,353,"We all have to make sacrifices. I think we should start with you."
354,5846,354,"I really like this site. Nice features #saidnooneever"
355,5847,355,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
356,5848,356,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
357,5849,357,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
358,5850,358,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
359,5851,359,"Why are there no Knock Knock jokes about America? Because Freedom rings."
360,5852,360,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
361,5853,361,"Your choices today are: live your life now or live with regret later."
362,5854,362,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
363,5855,363,"We all have to make sacrifices. I think we should start with you."
364,5856,364,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
365,5857,365,"Your choices today are: live your life now or live with regret later."
366,5858,366,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
367,5859,367,"Why are there no Knock Knock jokes about America? Because Freedom rings."
368,5860,368,"Why are there no Knock Knock jokes about America? Because Freedom rings."
369,5861,369,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
370,5862,370,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
371,5863,371,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
372,5864,372,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
373,5865,373,"If cats could talk, they would probably always be correcting your grammar."
374,5866,374,"There's no place like home. Unless you're a bee, in which case home is a terrible place filled with bees."
375,5867,375,"At any given time my wallet is worth more than its contents."
376,5868,376,"Let's not forget why we celebrate the 4th of July people, it is the day that Will Smith saved us from the aliens."
377,5869,377,"I really like this site. Nice features #saidnooneever"
378,5870,378,"Fireworks are illegal here so all my family can play with tonight are lame old sparklers and high powered semi-automatic assault rifles."
379,5871,379,"Your choices today are: live your life now or live with regret later."
380,5872,380,"I can think of absolutely no acceptable situation where a grown man should be taking a bathroom mirror selfie."
381,5873,381,"I really like this site. Nice features #saidnooneever"
382,5874,382,"Tim Howard blocked me and everyone else on this site. #memphis #maf"
